"","Site1","Site2","Treatment","Block","PointID","Observer","Date","Year1","Year2","TimeofSurvey","Noise","Sky","Wind","Species","Time1","Time2","Time3","Time4","Time5","Distance","Sex","Detection"
"3098","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"CSWA",1,0,1,0,0,"75-100","M","S"
"3099","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"BTNW",1,1,1,0,0,"50-75","M","S"
"3100","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"BTBW",0,1,1,1,0,"25-50","M","S"
"3101","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"BCCH",0,1,0,0,0,">100","M","S"
"3102","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"CSWA",0,1,1,0,0,"50-75","M","S"
"3103","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"WOTH",0,1,0,1,1,">100","M","S"
"3104","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"EATO",0,1,0,0,0,"50-75","M","S"
"3105","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"BTBW",0,1,1,1,0,"50-75","M","S"
"3106","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"BLJA",0,0,1,0,0,"75-100","U","C"
"3107","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"CAWA",0,0,1,1,1,"25-50","M","S"
"3108","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"COYE",0,0,1,1,0,"50-75","M","S"
"3109","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"MAWA",0,0,0,1,0,"50-75","M","S"
"3110","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"CEDW",0,0,0,1,1,"50-75","U","C"
"3111","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"OVEN",0,0,0,0,1,">100","M","S"
"3112","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"YTWA",0,0,0,0,1,"0-25","F","V"
"3113","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"YTWA",0,0,0,0,1,"0-25","M","V"
"3114","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"KEWA",1,0,1,0,0,"50-75","M","S"
"3115","LC","LC1","10060","ROW1","A","JJ","5/16/2017",2017,1,606,1,0,1,"DEJU",0,0,1,1,0,"25-50","M","S"
"3116","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"REVI",1,1,1,1,1,"25-50","M","S"
"3117","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"VEER",1,1,1,1,1,"75-100","M","S"
"3118","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"OVEN",1,0,0,1,1,"50-75","M","S"
"3119","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"BTNW",1,1,1,0,0,"50-75","M","S"
"3120","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"OVEN",1,1,0,1,1,"0-25","M","S"
"3121","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"BTNW",1,0,0,1,1,"25-50","M","S"
"3122","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"OVEN",1,1,0,1,0,"75-100","M","S"
"3123","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"BTNW",1,0,1,1,0,"75-100","M","S"
"3124","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"REVI",1,1,0,0,0,"25-50","M","S"
"3125","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"OVEN",0,1,0,1,1,">100","M","S"
"3126","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"BAWW",0,0,1,0,0,"50-75","M","S"
"3127","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"WOTH",0,1,1,1,0,">100","M","S"
"3128","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"BTNW",0,0,1,1,0,"25-50","M","S"
"3129","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"GRCA",0,0,1,1,0,"75-100","U","C"
"3130","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"NOCA",0,0,0,1,0,"50-75","M","S"
"3131","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"BCCH",0,0,1,1,1,"75-100","M","S"
"3132","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"VEER",0,1,0,1,1,"75-100","M","S"
"3133","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"BLJA",0,0,0,0,1,"75-100","U","C"
"3134","LC","LC6","Control","REGEN4",NA,"JJ","5/17/2017",2017,1,611,1,0,0,"BTNW",0,0,0,0,1,"50-75","M","S"
"3135","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"REVI",1,1,0,1,1,"25-50","M","S"
"3136","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"OVEN",1,1,1,0,1,"75-100","M","S"
"3137","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"BTNW",1,0,0,1,1,"50-75","M","S"
"3138","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"BLJA",1,1,1,0,1,">100","U","C"
"3139","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"OVEN",1,1,0,0,0,"75-100","M","S"
"3140","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"CAWA",1,1,1,1,1,"25-50","M","S"
"3141","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"COYE",1,1,1,0,1,"25-50","M","S"
"3142","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"OVEN",1,0,0,0,0,"50-75","M","S"
"3143","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"COYE",1,1,0,0,1,"50-75","M","S"
"3144","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"BLJA",1,1,1,1,1,">100","U","C"
"3145","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"EATO",0,1,1,1,1,"25-50","M","S/V"
"3146","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"BTNW",0,1,0,0,0,"75-100","M","S"
"3147","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"AMGO",0,1,1,0,0,"50-75","M","S"
"3148","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"BTBW",0,0,1,0,0,">100","M","S"
"3149","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"DEJU",0,0,1,0,0,"75-100","M","S"
"3150","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"BCCH",0,0,1,1,0,"75-100","M","S"
"3151","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"BTNW",0,0,0,1,0,"75-100","M","S"
"3152","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"BTNW",0,0,0,1,0,"75-100","M","S"
"3153","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"BCCH",0,0,0,1,0,"75-100","M","S"
"3154","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"SCTA",0,0,0,0,1,"50-75","M","S"
"3155","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"EATO",0,0,0,0,1,"50-75","M","S"
"3156","LC","LC6","CL","REGEN4",NA,"JJ","5/17/2017",2017,1,724,2,0,0,"REVI",1,0,0,1,0,"50-75","M","S"
"3157","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"WOTH",1,1,1,0,0,">100","M","S"
"3158","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"WOTH",1,1,1,0,0,">100","M","S"
"3159","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"CSWA",1,1,1,1,0,"50-75","M","S"
"3160","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"CAWA",1,1,1,1,1,"25-50","M","S"
"3161","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"COYE",1,0,1,1,0,"50-75","M","S"
"3162","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"COYE",1,0,1,1,0,"75-100","M","S"
"3163","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"BTBW",1,0,1,0,1,"75-100","M","S"
"3164","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"BCCH",1,1,0,0,0,">100","M","S"
"3165","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"COYE",0,1,1,1,0,">100","M","S"
"3166","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"EATO",0,1,1,1,1,"50-75","U","C"
"3167","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"EATO",0,1,1,0,1,"75-100","U","C"
"3168","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"YEWA",0,0,1,0,1,"75-100","M","S"
"3169","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"DEJU",0,0,0,1,0,"50-75","M","S"
"3170","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"BTNW",0,0,0,1,1,"50-75","M","S"
"3171","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"EATO",0,0,1,1,1,"25-50","M","S"
"3172","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"HOWA",0,0,1,1,1,"50-75","M","S"
"3173","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"AMCR",0,0,0,1,0,">100","U","C"
"3174","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"BHVI",0,0,0,0,1,"50-75","M","S"
"3175","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"BTBW",0,0,0,0,1,"75-100","M","S"
"3176","LC","LC5","Control","REGEN3",NA,"JJ","5/17/2017",2017,1,823,2,2,1,"HOWA",0,0,1,1,1,"50-75","M","S"
"3177","LC","LC6","CW","REGEN4",NA,"JJ","5/17/2017",2017,1,654,1,1,1,"BLJA",1,1,1,0,0,">100","U","C"
"3178","LC","LC6","CW","REGEN4",NA,"JJ","5/17/2017",2017,1,654,1,1,1,"CEDW",1,0,0,0,0,"50-75","U","C"
"3179","LC","LC6","CW","REGEN4",NA,"JJ","5/17/2017",2017,1,654,1,1,1,"BLBW",1,0,0,0,0,"25-50","M","S"
"3180","LC","LC6","CW","REGEN4",NA,"JJ","5/17/2017",2017,1,654,1,1,1,"HOWR",0,0,1,0,0,"25-50","M","S"
"3181","LC","LC6","CW","REGEN4",NA,"JJ","5/17/2017",2017,1,654,1,1,1,"EAPH",0,0,1,0,0,"25-50","M","S"
"3182","LC","LC6","CW","REGEN4",NA,"JJ","5/17/2017",2017,1,654,1,1,1,"KEWA",0,0,0,1,0,"50-75","M","S"
"3183","LW","LW2","CtlRw","ROW2","A","EM","5/11/2017",2017,0,712,1,2,2,"SCTA",0,0,0,1,1,"75-100","M","S"
"3184","BL","BL","5020","ROW1","A","JJ","5/10/2017",2017,1,854,2,2,0,"HOWR",1,0,0,0,0,"25-50","M","S"
"3185","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"AMRE",1,1,0,0,0,"50-75","M","S"
"3186","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"OVEN",1,1,0,0,0,"75-100","M","S"
"3187","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"BHVI",1,1,1,0,0,"0-25","M","S"
"3188","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"REVI",1,1,1,1,1,"25-50","M","S"
"3189","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"REVI",1,1,1,1,1,"25-50","M","S"
"3190","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"TUTI",1,1,0,1,1,">100","M","S"
"3191","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"TUTI",1,1,1,1,1,"75-100","M","S"
"3192","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"HOWA",1,0,0,0,0,"50-75","M","S"
"3193","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"SCTA",1,1,0,0,0,"75-100","M","S"
"3194","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"OVEN",0,1,0,0,0,">100","M","S"
"3195","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"AMGO",0,1,0,1,0,"50-75","U","C"
"3196","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"BAWW",0,1,0,0,0,"75-100","M","S"
"3197","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"SCTA",0,1,0,0,0,"75-100","M","S"
"3198","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"AMRE",0,1,1,1,1,"75-100","M","S"
"3199","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"OVEN",0,0,1,1,1,"0-25","U","C/V"
"3200","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"REVI",0,0,0,1,0,">100","M","S"
"3201","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"OVEN",0,0,0,0,1,"25-50","M","S"
"3202","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"AMRE",0,0,0,0,1,"25-50","M","S"
"3203","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"MODO",0,0,0,0,1,">100","M","S"
"3204","BM","BM2","CtlRw","ROW2","A","JJ","5/8/2018",2018,1,723,1,1,2,"BHCO",0,0,0,0,1,"75-100","M","S"
"3205","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"OVEN",1,1,1,1,1,">100","M","S"
"3206","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"BTNW",1,0,1,1,0,">100","M","S"
"3207","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"OVEN",1,1,1,1,1,">100","M","S"
"3208","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"OVEN",1,1,0,0,1,">100","M","S"
"3209","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"SCTA",1,0,0,0,1,">100","M","S"
"3210","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"WBNU",1,1,0,0,0,">100","U","C"
"3211","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"REVI",1,1,0,0,0,">100","M","S"
"3212","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"WOTH",1,1,0,0,0,">100","M","S"
"3213","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"SCTA",0,1,0,0,0,">100","U","C"
"3214","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"MODO",0,1,0,0,0,">100","U","C"
"3215","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"AMCR",0,1,1,0,1,">100","U","C"
"3216","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"BAWW",0,1,1,1,1,">100","M","S"
"3217","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"BAWW",0,1,1,0,0,">100","M","S"
"3218","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"REVI",0,0,1,0,0,">100","M","S"
"3219","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"SCTA",0,0,1,0,0,">100","M","S"
"3220","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"WOTH",0,0,1,0,0,">100","M","S"
"3221","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"HOWA",0,0,1,0,0,"75-100","M","S"
"3222","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"BTNW",0,0,1,0,0,">100","M","S"
"3223","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"EATO",0,0,0,1,1,"50-75","U","C"
"3224","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"AMGO",0,0,0,1,0,">100","U","C"
"3225","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"BLJA",0,0,0,1,0,">100","U","C"
"3226","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"EATO",0,0,0,1,1,">100","M","S"
"3227","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"OVEN",0,0,0,0,1,">100","M","S"
"3228","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"AMCR",0,0,0,0,1,">100","U","C"
"3229","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"NOFL",0,0,0,0,1,">100","U","C"
"3230","BM","BM2","5020","ROW2","A","MH","5/8/2018",2018,1,627,1,0,2,"PIWO",0,0,0,0,1,">100","U","C"
"3231","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"REVI",1,1,1,0,1,"75-100","M","S"
"3232","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"OVEN",1,1,0,1,1,">100","M","S"
"3233","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"RBWO",1,1,0,0,0,">100","U","C"
"3234","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"OVEN",1,1,0,0,0,">100","M","S"
"3235","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"NOFL",1,0,0,0,0,">100","U","C"
"3236","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"BTNW",1,1,1,1,1,">100","M","S"
"3237","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"BTNW",1,1,1,0,0,">100","M","S"
"3238","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"REVI",1,0,0,0,0,">100","M","S"
"3239","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"CACH",0,1,0,0,0,">100","M","S"
"3240","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"HOWA",0,1,0,0,1,"50-75","M","S"
"3241","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"EATO",0,1,0,0,0,"75-100","M","S"
"3242","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"HOWA",0,1,1,0,0,">100","M","S"
"3243","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"OVEN",0,0,1,0,1,">100","M","S"
"3244","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"REVI",0,0,1,0,1,">100","M","S"
"3245","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"OVEN",0,0,1,0,1,">100","M","S"
"3246","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"SCTA",0,0,0,1,1,"75-100","U","C"
"3247","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"WBNU",0,0,0,1,0,">100","U","C"
"3248","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"NOFL",0,0,0,1,0,">100","U","C"
"3249","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"SCTA",0,0,0,0,1,">100","U","C"
"3250","BM","BM2","5020","ROW2","B","MH","5/8/2018",2018,1,609,1,0,2,"WOTH",0,0,0,0,1,">100","M","S"
"3251","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"EAWP",1,1,1,0,0,">100","M","S"
"3252","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"OVEN",1,1,1,0,1,">100","M","S"
"3253","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"OVEN",1,1,1,0,0,"25-50","U","C"
"3254","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"REVI",1,1,1,0,0,"75-100","M","S"
"3255","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"WBNU",0,1,0,0,0,">100","U","C"
"3256","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"SCTA",0,1,0,0,1,">100","M","S"
"3257","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"OVEN",0,1,0,1,1,">100","M","S"
"3258","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"SCTA",0,1,1,1,1,"75-100","M","S"
"3259","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"OVEN",0,0,1,0,1,"50-75","U","C"
"3260","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"WBNU",0,0,1,0,0,">100","U","C"
"3261","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"EAWP",0,0,1,0,0,">100","M","S"
"3262","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"EAWP",0,0,0,1,0,">100","M","S"
"3263","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"NOFL",0,0,0,1,0,">100","U","C"
"3264","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"NOFL",0,0,0,1,0,">100","U","C"
"3265","BM","BM2","15060","ROW2","A","MH","5/8/2018",2018,1,656,2,0,2,"REVI",0,0,0,0,1,"50-75","M","S"
"3266","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"HOWA",1,1,1,1,1,"50-75","M","S"
"3267","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"OVEN",1,1,1,1,1,">100","M","S"
"3268","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"HOWA",1,1,1,1,1,"75-100","M","S"
"3269","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"TUTI",1,0,0,0,0,">100","M","S"
"3270","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"REVI",1,0,1,0,0,"75-100","U","C"
"3271","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"EATO",1,0,0,0,0,">100","M","S"
"3272","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"EAWP",1,0,0,0,0,">100","M","S"
"3273","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"HAWO",1,1,0,1,0,">100","U","C"
"3274","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"EAWP",0,1,0,0,0,">100","M","S"
"3275","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"BTNW",0,1,0,1,0,"75-100","M","S"
"3276","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"OVEN",0,0,1,0,1,">100","U","C"
"3277","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"AMCR",0,0,1,0,0,">100","U","C"
"3278","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"BLJA",0,0,0,1,1,"75-100","U","V"
"3279","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"HOWA",0,0,1,1,0,"75-100","M","S"
"3280","BM","BM2","15020","ROW2","B","MH","5/8/2018",2018,1,748,1,0,1,"NOFL",0,0,0,0,1,">100","U","C"
"3281","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"EAWP",1,1,0,0,0,"25-50","M","S"
"3282","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"SCTA",1,1,0,0,0,"75-100","M","S"
"3283","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"HOWA",1,1,0,0,1,">100","M","S"
"3284","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"OVEN",1,1,1,0,0,"75-100","M","S"
"3285","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"EAWP",1,0,0,1,0,">100","M","S"
"3286","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"HAWO",1,0,0,1,0,">100","U","C"
"3287","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"WBNU",1,0,0,0,0,">100","U","C"
"3288","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"SCTA",0,1,1,1,1,">100","M","S"
"3289","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"AMRE",0,1,1,1,0,"75-100","M","S"
"3290","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"AMRE",0,1,1,1,0,">100","M","S"
"3291","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"HAWO",0,1,1,0,1,"75-100","U","C"
"3292","BM","BM2","CtlRw","ROW2","B","MH","5/8/2018",2018,1,721,1,0,1,"OVEN",0,0,1,0,0,">100","M","S"
