Site1,Site2,Treatment,Block,PointID,Observer,Date,Year1,Year2,TimeofSurvey,Visit,Noise,Sky,Wind,Species,Time1,Time2,Time3,Time4,Time5,Distance,Sex,Detection
BS,BS,10020,ROW1,A,SW,6/10/17,2017,0,623,2,0,3,0,RBWO,1,0,0,0,0,75-100,U,C
BS,BS,10020,ROW1,A,SW,6/10/17,2017,0,623,2,0,3,0,NOCA,1,0,1,1,1,75-100,M,S
BS,BS,10020,ROW1,A,SW,6/10/17,2017,0,623,2,0,3,0,REVI,1,0,1,1,1,25-50,M,S
BS,BS,10020,ROW1,A,SW,6/10/17,2017,0,623,2,0,3,0,AMCR,0,1,1,1,1,>100,U,C
BS,BS,10020,ROW1,A,SW,6/10/17,2017,0,623,2,0,3,0,CORA,0,1,1,1,1,>100,U,C
BS,BS,10020,ROW1,A,SW,6/10/17,2017,0,623,2,0,3,0,CORA,0,0,1,0,1,>100,U,C
BS,BS,10020,ROW1,A,SW,6/10/17,2017,0,623,2,0,3,0,NOCA,0,0,1,1,1,>100,M,S
BS,BS,10020,ROW1,A,SW,6/10/17,2017,0,623,2,0,3,0,AMCR,0,0,0,1,0,>100,U,C
BS,BS,10020,ROW1,A,SW,6/10/17,2017,0,623,2,0,3,0,BGGN,0,0,0,0,1,75-100,U,C
BS,BS,10020,ROW1,A,SW,6/10/17,2017,0,623,2,0,3,0,WAVI,0,0,0,0,1,75-100,M,S
BS,BS,10020,ROW1,A,SW,6/10/17,2017,0,623,2,0,3,0,REVI,0,0,0,0,1,75-100,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,CORA,1,1,1,1,0,>100,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,INBU,1,0,1,1,1,50-75,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,MODO,1,1,1,1,1,>100,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,NOCA,1,0,0,0,0,>100,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,NOCA,1,1,1,1,0,75-100,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,BBCU,1,0,0,0,1,50-75,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,AMCR,1,1,1,1,0,>100,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,PIWO,1,0,0,0,0,>100,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,INBU,1,1,1,1,1,75-100,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,YTVI,1,0,0,0,0,50-75,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,YBCH,1,1,0,1,0,>100,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,PIWO,1,1,1,1,0,50-75,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,ACFL,0,1,1,1,1,75-100,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,CARW,0,1,1,1,1,>100,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,NOCA,0,1,0,0,0,>100,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,BGGN,0,1,0,1,0,75-100,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,BHCO,0,1,0,0,0,50-75,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,AMCR,0,0,1,0,0,>100,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,WEWA,0,0,1,1,0,>100,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,RBWO,0,0,1,1,0,>100,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,NOPA,0,0,1,1,1,75-100,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,EATO,0,0,0,1,1,25-50,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,INBU,0,0,0,1,1,>100,M,S
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,BGGN,0,0,0,1,1,75-100,U,C
BS,BS,CtlRw,ROW1,B,SW,6/10/17,2017,0,647,2,0,3,0,REVI,0,0,0,1,1,>100,M,S
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,INBU,1,1,1,1,1,50-75,M,S
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,CARW,1,0,0,0,0,50-75,M,S
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,ACFL,1,1,0,0,0,50-75,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,MODO,1,0,0,0,0,>100,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,REVI,1,1,1,1,0,75-100,M,S
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,REVI,1,1,1,1,1,75-100,M,S
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,WOTH,1,1,1,1,1,75-100,M,S
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,NOCA,1,1,0,0,1,>100,M,S
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,CORA,1,1,1,1,0,>100,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,AMCR,1,0,1,1,1,>100,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,BGGN,0,1,0,0,0,75-100,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,INBU,0,1,1,1,0,50-75,M,S
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,WEWA,1,1,1,1,0,75-100,M,S
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,CORA,0,1,1,1,1,>100,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,YTWA,0,0,1,0,0,75-100,M,S
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,MODO,0,0,1,1,0,75-100,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,CACH,0,0,0,1,1,75-100,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,PIWO,0,0,0,1,0,>100,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,CACH,0,0,0,1,1,0-25,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,CACH,0,0,0,0,1,25-50,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,AMCR,0,0,0,0,1,>100,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,WOTH,0,0,0,0,1,50-75,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,BGGN,0,0,0,0,1,75-100,U,C
BS,BS,CtlRw,ROW1,A,SW,6/10/17,2017,0,700,2,0,3,0,OVEN,0,0,0,0,1,50-75,M,S
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,FISP,1,1,0,0,0,25-50,M,S
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,REVI,1,1,1,0,0,50-75,M,S/C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,MODO,1,0,0,1,1,>100,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,FISP,1,0,0,0,0,>100,M,S
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,AMCR,1,0,1,1,1,75-100,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,AMGO,1,0,0,0,0,50-75,U,C/F
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,NOCA,1,1,1,0,0,25-50,M,S
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,INBU,1,1,1,1,0,>100,M,S
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,WBNU,1,1,0,1,0,>100,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,BGGN,0,1,1,1,1,75-100,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,BLJA,0,1,0,0,0,>100,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,INBU,0,1,0,0,0,>100,M,S
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,CARW,0,1,1,0,1,>100,M,S/C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,BGGN,0,0,1,1,0,50-75,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,AMCR,0,0,1,0,0,>100,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,CACH,0,0,1,0,0,75-100,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,CACH,0,0,1,1,0,>100,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,CORA,0,0,1,1,0,>100,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,YTWA,0,0,1,1,0,75-100,M,S
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,WOTH,0,0,1,1,0,>100,M,S
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,CARW,0,0,0,0,1,75-100,M,S
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,YBCU,0,0,0,0,1,>100,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,INBU,0,0,0,1,1,25-50,U,C
BS,BS,15020,ROW1,A,SW,6/10/17,2017,0,728,2,0,3,0,INBU,0,0,0,1,1,25-50,U,C
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,BGGN,1,1,1,1,1,75-100,U,C
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,NOPA,1,0,0,0,0,75-100,M,S
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,CARW,1,1,1,0,0,>100,M,S
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,INBU,1,0,0,0,1,>100,M,S
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,SCTA,1,1,1,0,0,75-100,M,S
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,CARW,1,0,0,1,1,>100,M,S
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,RBWO,1,1,0,0,0,>100,U,C
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,AMCR,1,0,0,0,0,>100,U,C
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,NOCA,0,1,0,0,0,25-50,M,V
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,REVI,0,1,1,1,1,50-75,M,S
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,WEWA,0,1,1,0,0,25-50,M,S
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,WEWA,0,1,1,0,0,25-50,M,S
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,YTVI,0,1,0,0,0,>100,M,S
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,MODO,0,1,0,0,0,>100,U,C
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,AMGO,0,1,0,0,0,>100,U,C
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,CORA,0,0,1,0,0,>100,U,C
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,ACFL,0,0,1,1,0,75-100,U,C
BS,BS,15020,ROW1,B,SW,6/10/17,2017,0,743,2,0,3,0,CARW,0,0,0,1,1,>100,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,WITU,1,1,0,0,0,25-50,U,C
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,CARW,1,0,1,1,0,50-75,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,INBU,1,1,1,1,1,75-100,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,REVI,1,1,1,1,1,50-75,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,REVI,1,0,0,0,0,75-100,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,BGGN,1,1,1,0,0,25-50,U,C
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,AMCR,0,1,0,0,0,>100,U,C
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,NOCA,0,1,1,1,1,25-50,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,NOCA,0,1,1,1,1,>100,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,YTWA,0,1,1,1,1,75-100,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,MODO,0,1,1,0,1,>100,U,C
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,COGR,0,0,1,0,1,>100,U,C
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,INBU,0,0,1,0,0,50-75,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,OROR,0,0,1,0,0,75-100,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,TUTI,0,0,0,1,1,>100,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,AMCR,0,0,0,1,0,>100,U,C
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,FISP,0,0,0,1,1,75-100,M,S
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,CACH,0,0,0,1,1,75-100,U,C
BS,BS,15060,ROW1,B,SW,6/10/17,2017,0,803,2,0,3,0,WEWA,0,0,0,0,1,25-50,M,S
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,COGR,1,1,1,0,1,25-50,U,C
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,COGR,1,1,1,0,1,25-50,U,C
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,PIWO,1,0,0,0,0,>100,U,C
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,REVI,1,1,1,1,1,75-100,M,S/C
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,DOWO,1,1,1,1,1,50-75,U,C
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,NOCA,1,0,0,0,0,75-100,M,S
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,NOCA,1,0,0,0,0,75-100,M,S
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,BGGN,1,1,1,1,1,50-75,U,C
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,AMCR,1,0,0,0,0,>100,U,C
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,SCTA,1,1,0,0,0,25-50,M,S
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,MODO,1,0,1,0,0,>100,U,C
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,COGR,0,1,0,0,0,25-50,U,C
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,MODO,0,1,1,1,0,>100,U,C
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,INBU,1,1,1,1,1,25-50,M,S
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,NOCA,0,0,1,1,1,>100,M,S
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,COGR,0,1,1,0,0,75-100,U,C
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,YTWA,0,0,0,1,0,50-75,M,S
BS,BS,15060,ROW1,A,SW,6/10/17,2017,0,818,2,0,3,0,NOCA,0,0,0,1,1,0-25,M,C/V
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,SCTA,1,1,0,1,0,75-100,M,S
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,REVI,1,0,1,1,1,>100,M,S
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,BGGN,1,0,1,1,0,75-100,U,C
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,TUTI,1,1,1,0,1,>100,M,S
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,INBU,1,1,1,1,1,75-100,M,S
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,AMGO,1,0,0,0,0,50-75,U,C
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,NOCA,0,1,1,1,0,50-75,M,S/C
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,INBU,0,0,1,0,0,50-75,M,S
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,HAWO,0,0,1,0,1,75-100,U,C
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,CANG,0,0,1,0,0,>100,U,C
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,AMGO,0,0,1,0,0,50-75,U,C/F
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,WEWA,0,0,1,1,1,>100,M,S
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,EATO,0,0,0,1,1,50-75,M,S
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,YTWA,0,0,1,1,1,75-100,M,S
BS,BS,5060,ROW1,B,SW,6/10/17,2017,0,944,2,1,0,0,NOCA,0,0,0,1,1,>100,M,S
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,REVI,1,1,1,1,1,75-100,M,S/C
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,INBU,1,1,1,1,0,50-75,M,S
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,TUTI,1,1,1,1,1,50-75,M,S
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,AMGO,1,0,0,0,1,50-75,U,C
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,YTWA,1,1,1,0,1,25-50,M,S
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,SCTA,1,1,1,1,1,75-100,M,S
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,NOCA,1,0,0,1,1,75-100,M,S
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,DOWO,0,1,0,0,0,>100,U,C
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,NOCA,0,1,1,1,0,25-50,M,S/C
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,CARW,0,1,1,0,0,75-100,M,S
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,PIWO,0,1,0,0,0,>100,U,C
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,CANG,0,0,1,0,0,>100,U,C
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,BLJA,0,0,1,1,0,25-50,U,C
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,TUTI,0,0,1,1,1,50-75,M,S
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,AMCR,0,0,0,1,1,50-75,U,C
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,AMCR,0,0,0,1,1,50-75,U,C
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,AMCR,0,0,0,0,1,50-75,U,C
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,INBU,0,0,0,0,1,75-100,M,S
BS,BS,5060,ROW1,A,SW,6/10/17,2017,0,958,2,1,0,0,AMGO,0,0,0,0,1,50-75,U,C
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,REVI,1,1,1,1,1,50-75,M,S
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,REVI,1,1,1,0,0,25-50,M,S
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,INBU,1,0,0,1,1,25-50,M,S
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,ACFL,1,0,0,0,0,50-75,U,C
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,ACFL,1,0,0,0,0,75-100,U,C
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,LOWA,0,1,0,0,0,50-75,M,S
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,LOWA,0,1,0,0,0,50-75,M,S/C
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,TUTI,0,1,0,1,1,75-100,M,S/C/V
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,RBWO,0,1,0,0,0,>100,U,C
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,WEWA,0,1,1,0,0,50-75,M,S
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,NOPA,0,0,1,1,0,50-75,M,S
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,WEWA,0,0,1,1,1,50-75,M,S
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,PIWO,0,0,1,0,0,>100,U,C
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,AMCR,0,0,1,0,0,>100,U,C
BS,BS,5020,ROW1,A,SW,6/10/17,2017,0,1020,2,0,0,0,DOWO,0,0,0,0,1,75-100,U,C
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,SCTA,1,1,0,1,0,75-100,M,S
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,AMCR,1,1,0,0,0,>100,U,C
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,WOTH,1,1,1,1,1,>100,M,S
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,REVI,1,1,1,1,1,75-100,M,S
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,INBU,1,0,0,1,1,75-100,M,S
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,PIWO,1,1,1,1,0,25-50,U,C
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,PIWO,1,0,0,1,0,75-100,U,C
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,PIWO,1,0,0,0,0,>100,U,C
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,HOWA,1,1,1,1,1,>100,M,S
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,REVI,1,1,1,0,1,75-100,M,S
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,WOTH,0,1,0,0,0,>100,M,S
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,WEWA,0,1,1,1,1,50-75,M,S
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,REVI,0,0,1,0,1,>100,M,S
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,NOCA,0,0,1,1,0,75-100,M,S
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,YTWA,0,0,0,1,0,>100,M,S
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,AMGO,0,0,0,1,1,50-75,U,C
BS,BS,5020,ROW1,B,SW,6/10/17,2017,0,1034,2,0,0,0,EATO,0,0,0,0,1,75-100,U,C
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,ACFL,1,1,0,0,1,25-50,M,S
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,SCTA,1,1,1,0,1,25-50,M,S/C
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,SCTA,1,1,1,1,1,25-50,M,S/C
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,BHVI,1,0,0,0,0,25-50,M,S
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,REVI,1,1,1,1,1,25-50,M,S
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,BTNW,1,1,1,1,1,25-50,M,S
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,GCFL,0,1,1,1,1,50-75,U,C
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,EAWP,0,1,0,0,1,50-75,M,S
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,REVI,0,1,0,1,1,75-100,M,S
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,MODO,0,1,1,0,0,75-100,M,S
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,OVEN,0,1,1,1,1,75-100,M,S
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,BAWW,0,0,1,1,0,25-50,M,S
ML,ML2,CtlRg,REGEN2,PC,RB,5/19/17,2017,0,600,1,1,0,0,BLJA,0,0,0,0,1,50-75,U,C
